Step,WallTime,Value
13,1742743390.5432343,3.25
28,1742743398.2916722,3.5
40,1742743405.7111604,3.3333332538604736
58,1742743416.2650623,3.625
77,1742743426.3004298,3.8499999046325684
89,1742743433.759882,3.7083332538604736
101,1742743439.9441097,3.607142925262451
115,1742743449.0725102,3.59375
130,1742743462.5902634,3.6111111640930176
149,1742743474.3531723,3.7249999046325684
161,1742743480.8703432,3.659090995788574
173,1742743488.620508,3.6041667461395264
193,1742743500.793996,3.711538553237915
208,1742743509.2288203,3.7142856121063232
220,1742743517.0616515,3.6666667461395264
238,1742743527.725114,3.71875
255,1742743537.5988605,3.75
272,1742743551.5982976,3.777777671813965
284,1742743559.8329573,3.736842155456543
297,1742743566.955843,3.7125000953674316
310,1742743575.2743518,3.690476179122925
322,1742743581.7893698,3.659090995788574
334,1742743589.50426,3.63043475151062
356,1742743602.9699914,3.7083332538604736
368,1742743609.5464668,3.680000066757202
382,1742743618.4303246,3.690000057220459
402,1742743630.851124,3.740000009536743
414,1742743637.3555536,3.740000009536743
427,1742743645.6119509,3.690000057220459
439,1742743652.1004474,3.619999885559082
458,1742743663.8285124,3.690000057220459
473,1742743673.2895439,3.7200000286102295
485,1742743679.7635756,3.700000047683716
497,1742743687.620174,3.6700000762939453
516,1742743699.4573786,3.6700000762939453
529,1742743706.4688313,3.680000066757202
549,1742743718.5843024,3.759999990463257
563,1742743727.5612662,3.700000047683716
578,1742743735.653802,3.700000047683716
593,1742743745.023957,3.7300000190734863
605,1742743751.6842012,3.6700000762939453
620,1742743761.0115037,3.6500000953674316
639,1742743772.6152263,3.6700000762939453
651,1742743779.2030513,3.6700000762939453
666,1742743788.5510325,3.690000057220459
682,1742743798.5706117,3.7200000286102295
694,1742743805.1499207,3.7200000286102295
706,1742743812.9195678,3.7200000286102295
720,1742743820.5098999,3.640000104904175
739,1742743832.1380343,3.7100000381469727
757,1742743843.2412882,3.75
775,1742743854.3014336,3.7300000190734863
789,1742743861.9218369,3.75
807,1742743872.9749227,3.799999952316284
826,1742743884.5631297,3.869999885559082
842,1742743894.5156727,3.8399999141693115
855,1742743901.7619143,3.819999933242798
869,1742743910.6702654,3.8399999141693115
885,1742743919.6234984,3.880000114440918
901,1742743929.3171227,3.8499999046325684
913,1742743937.0829825,3.8399999141693115
925,1742743943.572857,3.759999990463257
937,1742743951.36231,3.740000009536743
954,1742743960.6302178,3.759999990463257
981,1742743977.5504508,3.880000114440918
1001,1742743988.9422433,3.9600000381469727
1017,1742743998.8735943,3.9700000286102295
1029,1742744006.6958413,3.9000000953674316
1043,1742744014.2648215,3.9200000762939453
1063,1742744026.6032794,3.9700000286102295
1075,1742744034.3820474,3.930000066757202
1087,1742744040.8969662,3.930000066757202
1103,1742744050.868666,3.9700000286102295
1118,1742744059.5214586,3.9800000190734863
1133,1742744068.3746326,3.940000057220459
1147,1742744077.2272587,3.9000000953674316
1159,1742744083.6577303,3.8399999141693115
1173,1742744092.491306,3.8399999141693115
1190,1742744102.579572,3.8299999237060547
1205,1742744111.0709424,3.7899999618530273
1219,1742744119.8427348,3.7699999809265137
1231,1742744126.229748,3.759999990463257
1246,1742744135.4714396,3.7699999809265137
1264,1742744146.5285625,3.7899999618530273
1277,1742744157.7723606,3.759999990463257
1289,1742744165.5278444,3.759999990463257
1302,1742744173.3784711,3.7699999809265137
1314,1742744180.2565327,3.7699999809265137
1326,1742744187.683695,3.7200000286102295
1339,1742744195.0756397,3.5799999237060547
1351,1742744202.8373625,3.5
1375,1742744217.270328,3.5799999237060547
1389,1742744224.860448,3.5999999046325684
1412,1742744238.7918196,3.690000057220459
1431,1742744250.4156406,3.680000066757202
1452,1742744263.2291276,3.7699999809265137
1472,1742744275.505162,3.8499999046325684
1489,1742744285.7770045,3.859999895095825
1508,1742744296.3365905,3.9000000953674316
1528,1742744308.492723,3.950000047683716
1544,1742744318.401655,3.9700000286102295
1563,1742744330.1376026,4.039999961853027
1575,1742744336.606846,4.019999980926514
1587,1742744344.2743826,3.9700000286102295
1600,1742744351.2495322,3.950000047683716
1612,1742744358.986739,3.930000066757202
1626,1742744366.7119625,3.950000047683716
1638,1742744374.4603305,3.9200000762939453
1656,1742744385.5177538,3.9200000762939453
1672,1742744394.23591,3.950000047683716
1684,1742744402.9777248,3.950000047683716
1698,1742744411.7791975,3.9600000381469727
1716,1742744422.0295098,4.019999980926514
1730,1742744430.845385,4.039999961853027
1742,1742744437.9924364,4.03000020980835
1755,1742744445.8069384,4.039999961853027
1769,1742744454.7467635,3.940000057220459
1783,1742744462.3942928,3.940000057220459
1795,1742744470.2390766,3.8299999237060547
1811,1742744479.4567347,3.799999952316284
1829,1742744490.3572721,3.7699999809265137
1841,1742744498.2131891,3.690000057220459
1861,1742744510.5671914,3.7200000286102295
1878,1742744520.0638347,3.700000047683716
1895,1742744530.8887665,3.6700000762939453
1909,1742744539.8928578,3.6500000953674316
1923,1742744547.4993045,3.5999999046325684
1938,1742744557.0530045,3.630000114440918
1953,1742744566.1715345,3.6600000858306885
1965,1742744573.1188495,3.6500000953674316
1980,1742744582.6192663,3.680000066757202
1995,1742744590.8523135,3.690000057220459
2008,1742744599.2698052,3.700000047683716
2023,1742744608.4680254,3.6700000762939453
2036,1742744616.0038385,3.640000104904175
2048,1742744623.898713,3.640000104904175
2067,1742744634.8380325,3.690000057220459
2085,1742744645.7527645,3.690000057220459
2100,1742744655.209394,3.700000047683716
2112,1742744661.8144,3.700000047683716
2127,1742744671.0699484,3.7200000286102295
2139,1742744678.5887833,3.700000047683716
2151,1742744685.3617716,3.680000066757202
2170,1742744696.9679878,3.75
2182,1742744703.5619953,3.7100000381469727
2196,1742744712.349114,3.6700000762939453
2208,1742744719.6489453,3.6700000762939453
2220,1742744726.6250367,3.5899999141693115
2232,1742744733.9996884,3.5399999618530273
2244,1742744741.0127368,3.490000009536743
2258,1742744749.9230618,3.490000009536743
2282,1742744767.548588,3.5899999141693115
2294,1742744774.0470834,3.559999942779541
2314,1742744786.2816992,3.609999895095825
2332,1742744797.3776245,3.6700000762939453
2351,1742744809.039856,3.7100000381469727
2373,1742744822.3749785,3.7799999713897705
2385,1742744828.904857,3.7699999809265137
2399,1742744837.7056253,3.759999990463257
2422,1742744851.5001466,3.859999895095825
2436,1742744859.1535392,3.880000114440918
2454,1742744870.1484444,3.869999885559082
2469,1742744879.5699873,3.8399999141693115
2485,1742744888.6305072,3.8499999046325684
2501,1742744898.1259305,3.890000104904175
2522,1742744910.8863869,3.950000047683716
2539,1742744921.3688755,4.0
2558,1742744932.920694,4.070000171661377
2570,1742744939.421627,4.0
2582,1742744947.1385152,4.0
2594,1742744953.5347984,3.9800000190734863
2606,1742744961.2181637,3.9800000190734863
2621,1742744969.3046212,4.010000228881836
2639,1742744980.891844,4.070000171661377
2657,1742744992.053166,4.130000114440918
2682,1742745006.9297423,4.239999771118164
2709,1742745022.8782346,4.269999980926514
2724,1742745032.15583,4.300000190734863
2748,1742745046.6122348,4.340000152587891
2777,1742745063.9553246,4.449999809265137
2800,1742745077.792618,4.489999771118164
2812,1742745085.1748233,4.389999866485596
2824,1742745091.9539876,4.389999866485596
2843,1742745103.590806,4.440000057220459
2855,1742745110.0984175,4.329999923706055
2868,1742745118.3003385,4.320000171661377
2889,1742745130.9452593,4.349999904632568
2903,1742745138.7954295,4.340000152587891
2921,1742745149.4344327,4.360000133514404
2939,1742745160.4438462,4.380000114440918
2960,1742745173.1449592,4.380000114440918
2976,1742745182.872731,4.369999885559082
2998,1742745195.705821,4.400000095367432
3014,1742745204.948471,4.440000057220459
3028,1742745213.7313251,4.460000038146973
3048,1742745226.2954056,4.539999961853027
3066,1742745236.3105485,4.599999904632568
3081,1742745245.3050997,4.599999904632568
3107,1742745260.802142,4.679999828338623
3121,1742745269.6257908,4.639999866485596
3142,1742745282.3121467,4.599999904632568
3158,1742745290.9136162,4.489999771118164
3174,1742745300.7910876,4.5
3199,1742745315.5524642,4.510000228881836
3217,1742745326.652615,4.400000095367432
3229,1742745333.1147108,4.289999961853027
3244,1742745342.49884,4.320000171661377
3256,1742745349.8726876,4.320000171661377
3272,1742745359.0006974,4.289999961853027
3287,1742745368.4895604,4.320000171661377
3311,1742745382.9510105,4.429999828338623
3323,1742745394.0061243,4.340000152587891
3335,1742745400.4448204,4.320000171661377
3347,1742745408.0625956,4.260000228881836
3359,1742745414.5650182,4.199999809265137
3371,1742745422.1550198,4.110000133514404
3390,1742745433.5356963,4.139999866485596
3408,1742745443.5480084,4.099999904632568
3423,1742745452.7733078,4.090000152587891
3438,1742745462.0863144,4.099999904632568
3457,1742745472.5967326,4.090000152587891
3482,1742745487.935228,4.159999847412109
3494,1742745495.048845,4.130000114440918
3512,1742745506.079559,4.050000190734863
3528,1742745515.0457122,4.070000171661377
3547,1742745526.2966244,4.050000190734863
3559,1742745534.0910528,4.010000228881836
3578,1742745545.6918316,4.039999961853027
3597,1742745556.197053,3.9800000190734863
3611,1742745564.7941103,3.940000057220459
3626,1742745574.2372754,3.9700000286102295
3641,1742745582.4056253,3.9700000286102295
3660,1742745594.1737733,4.039999961853027
3676,1742745604.2271209,4.039999961853027
3695,1742745615.8876238,4.079999923706055
3709,1742745623.473127,3.9800000190734863
3722,1742745631.6916535,3.990000009536743
3734,1742745638.16998,3.990000009536743
3763,1742745656.5788326,4.159999847412109
3778,1742745664.8976154,4.190000057220459
3790,1742745672.5939631,4.190000057220459
3802,1742745679.040865,4.119999885559082
3814,1742745686.7796357,4.059999942779541
3827,1742745693.7736475,4.039999961853027
3839,1742745701.5595047,4.010000228881836
3854,1742745710.159292,3.9700000286102295
3866,1742745717.33426,3.8399999141693115
3880,1742745725.9578443,3.859999895095825
3901,1742745738.1245039,3.890000104904175
3913,1742745745.2758167,3.8499999046325684
3925,1742745752.3871734,3.7799999713897705
3940,1742745761.0963082,3.809999942779541
3952,1742745768.773328,3.740000009536743
3974,1742745781.956044,3.7699999809265137
3990,1742745790.6265767,3.7899999618530273
4010,1742745802.7945569,3.8399999141693115
4025,1742745812.236539,3.8399999141693115
4040,1742745820.7261662,3.799999952316284
4053,1742745828.9170077,3.7699999809265137
